encodeur,condition,variante,type,statistique,estimation,ic_bas,ic_haut
FOETAL ep100,image,equilibree,image,f1_macro,0.990022079795857,0.9848853769907878,0.9951672426238418
FOETAL ep100,image,equilibree,grappe_sources,exactitude,0.9920085242408098,0.9857631868582072,0.9964934772829509
FOETAL ep100,image,equilibree,grappe_sources,exactitude_equilibree,0.9903461072229084,0.9842052969456008,0.9957386330883412
FOETAL ep100,image,equilibree,grappe_sources,f1_macro,0.990022079795857,0.9778015406793247,0.9952201660017638
FOETAL ep100,image,brute,image,exactitude,0.9925412892914225,0.988279168886521,0.9962706446457112
FOETAL ep100,image,brute,image,exactitude_equilibree,0.9910405516673528,0.9854451960425005,0.9957279893302603
FOETAL ep100,image,brute,image,f1_macro,0.9907280759461287,0.9850450912100223,0.9954072740456474
FOETAL ep100,image,brute,grappe_sources,exactitude,0.9925412892914225,0.9871343720240725,0.9969501702330883
FOETAL ep100,image,brute,grappe_sources,exactitude_equilibree,0.9910405516673528,0.9853499511693499,0.996031746031746
FOETAL ep100,image,brute,grappe_sources,f1_macro,0.9907280759461287,0.9784450702192599,0.9954452165766434
FOETAL ep100,source,equilibree,image,exactitude,0.6149296675191815,0.6031010230179028,0.6262787723785166
FOETAL ep100,source,equilibree,image,exactitude_equilibree,0.6346544254956884,0.6229790053792134,0.6460760011965199
FOETAL ep100,source,equilibree,image,f1_macro,0.6219651155390632,0.6102429943224166,0.6333442505363261
FOETAL ep100,source,equilibree,grappe_sources,exactitude,0.6149296675191815,0.5019765205091937,0.7223750755659929
FOETAL ep100,source,equilibree,grappe_sources,exactitude_equilibree,0.6346544254956884,0.5128808378764279,0.7374838893894439
FOETAL ep100,source,equilibree,grappe_sources,f1_macro,0.6219651155390632,0.47787231050133283,0.7011900386366507
FOETAL ep100,source,brute,image,exactitude,0.6074168797953964,0.595428388746803,0.6197250639386189
FOETAL ep100,source,brute,image,exactitude_equilibree,0.6267318545065085,0.6154789621649653,0.638513359320422
FOETAL ep100,source,brute,image,f1_macro,0.6145858512468847,0.6030236485344133,0.6274895882304622
FOETAL ep100,source,brute,grappe_sources,exactitude,0.6074168797953964,0.5025119744795165,0.7141599325471115
FOETAL ep100,source,brute,grappe_sources,exactitude_equilibree,0.6267318545065085,0.5038240327380953,0.7206237599206349
FOETAL ep100,source,brute,grappe_sources,f1_macro,0.6145858512468847,0.4768718925766536,0.6882007778935499
